"id","objective_id","axis_id","articulation_id","name","will_be_delivered","total_cost","schedule_2013_2014","schedule_2015_2016","observation","technically","status","transversalidade","qualitative_progress_1","qualitative_progress_2","qualitative_progress_3","qualitative_progress_4","qualitative_progress_5","qualitative_progress_6","created_at","updated_at"
"12","1","1","5","Promover ações para a inclusão social e econômica da população em situação de rua","Campanha de conscientização da população sobre os direitos e vulnerabilidades sociais da população em situação de rua, acesso de pelo menos 4.000 pessoas em situação de rua ao PRONATEC ou outros programas de qualificação profissional, promovendo ingresso ao mercado de trabalho, 2.000 habitações construídas e/ou reformadas por meio do MCMV ou outros programas habitacionais de interesse social e  articulação para empregabilidade da população em situação de rua, mediante projetos de integração e promoção social e econômica incluídos nos grandes eventos da cidade.","3142313.00","1 Campanha de Conscientização, 2 projetos de integração social e econômica, 2.000 vagas em cursos profissionalizantes - PRONATEC, 1.000 unidades habitacionais MCMV entregues","1 Campanha de Conscientização, 2 projetos de integração social e econômica, 2.000 vagas em cursos profissionalizantes - PRONATEC, 1.000 unidades habitacionais MCMV entregues","A política de garantia de direitos da população em situação de rua será tratada como uma das prioridades da gestão na ótica da garantia de
direitos humanos. Para isso, foi criada no âmbito da Secretaria de Direitos Humanos e Cidadania a Coordenação de Políticas para População em Situação de Rua que tem por objetivo articular a gestão transversal das ações públicas voltadas a esta comunidade, pautada na ampliação do diálogo com organizações da sociedade civil e movimentos sociais. Assim, a necessidade da criação de um colegiado, o Comitê Intersetorial da Política Municipal para a População em Situação de Rua (Comitê PopRua) para contribuir na criação do Plano Municipal desta políticas com ênfase na promoção da cidadania, no respeito dos direitos humanos, combate a todas as formas de discriminação e preconceito e à valorização da diversidade. O Plano Municipal da Política da População em Situação de Rua e seu conjunto integrado de ações e entregas serão monitorados por esse Comitê Intersetorial, criado pelo Decreto n. 53.795/2013. No custo total dessa meta não estão incluídos os dados de custo das Unidades Habitacionais e das vagas do PRONATEC. Tais custos estão incorporados nas fichas específicas de cada uma dessas metas.","População em situação de rua: Considera-se população em situação de rua o grupo populacional heterogêneo que possui em comum a pobreza extrema, os vínculos familiares interrompidos ou fragilizados e a inexistência de moradia convencional regular, e que utiliza os logradouros públicos e as áreas degradadas como espaço de moradia e de sustento, de forma temporária ou permanente, bem como as unidades de acolhimento para pernoite temporário ou como moradia provisória"" (definição dada pelo Decreto Presidencial nº 7053/2009).""","1",NULL,,,,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"13","1","1","4","Implementar 4 Centros de Referência em Segurança Alimentar e Nutricional e desenvolver ações de apoio à agricultura urbana e periurbana","04 Centros de Referência de Segurança Alimentar e Nutricional e ações municipais de apoio à agricultra urbana e periurbana","10000000.00","1 CRSAN","3 CRSAN","Os Centros de Referência de Segurança Alimentar e Nutricional são equipados com cozinha experimental, biblioteca, espaços multimídia (salas de aula)
e anfiteatro.","Centro de Referência em Segurança Alimentar e Nutricional (CRSAN): equipamento público onde se desenvolvem atividades de formação e assessoria para pessoas que atuam em programas relacionados aos Direitos Humanos e à Alimentação Adequada como merendeiras, nutricionistas, assistentes sociais, agentes comunitários de saúde e entidades assistenciais.","1",NULL,,,,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"14","2","1","3","Valorizar o profissional da educação por meio da implantação de 31 polos da Universidade Aberta do Brasil (UAB)"," 31 polos da UAB instalados nos CEUs","3485000.00","31 polos da UAB",,"Os pólos de apoio presencial são as unidades operacionais para o desenvolvimento descentralizado de atividades pedagógicas e administrativas relativas aos cursos e programas ofertados à distância pelas instituições públicas de ensino superior no âmbito do Sistema UAB. Mantidos por Municípios ou Governos de Estado, os pólos oferecem a infraestrutura física, tecnológica e pedagógica para que os alunos possam acompanhar os cursos a distância. Os CEUs Rosa da China e Sapopemba (jurisdicionados à Subprefeitura de Sapopemba) atenderão também o público da Subprefeitura da Vila Prudente que não conta com unidades CEU.","Universidade Aberta do Brasil (UAB): Sistema UAB funciona como articulador entre as instituições de ensino superior e os governos estaduais e municipais, com o objetivo de atender às demandas locais por educação superior.","1",NULL,,,,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"15","2","1","6","Ampliar a jornada escolar de 100 mil alunos da Rede Municipal de Ensino","435 módulos de jornada extendida implantados e em funcionamento que atenderão 100 mil alunos","37447630.00","50 mil alunos atendidos, 218 módulos implantados","50 mil alunos atendidos, 217 módulos implantados","Os módulos do Programa Mais Educação são voltados à educação básica e visam a ampliação da permanência do aluno na escola participando de atividades de acompanhamento pedagógico ligadas ao meio ambiente, lazer e esporte, cultura e artes, cultura digital e outras áreas. Cada módulo atende a 230 alunos que passam a contar com o período extendido da jornada escolar em suas unidades de ensino. A adesão ao programa depende da aprovação do plano de trabalho apresentado pelas Unidades Escolares ao MEC. As atividades previstas nos planos de trabalho visam a extensão da jornada escolar diária para 7 horas, com atividades complementares vinculadas à proposta pedagógica. O custo total da meta representa o valor necessário para manter o Programa Mais Educação para 100 mil alunos durante o período de um ano.","Programa Mais Educação: instituído pela Portaria Interministerial n.º 17/2007, integra as ações do Plano de Desenvolvimento da Educação (PDE) como uma estratégia do Governo Federal para induzir a ampliação da jornada escolar e a organização curricular, na perspectiva da Educação Integral. Módulo: O programa é desenvolvido em módulos, sendo que cada módulo atenderá um grupo de 230 alunos.","1",NULL,,,,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"16","2","1","3","Ampliar a Rede CEU em 20 unidades, expandindo a oferta de vagas para a educação infantil","20 unidades da Rede CEU implantadas","620000000.00","1 CEU","19 CEUs","Cada nova unidade da Rede CEU contará com 1 CEMEI, 1 EMEF, quadra poliesportiva, teatro, playground, piscinas, biblioteca, telecentro e espaços para oficinas, ateliês e reuniões. Os espaços serão abertos à comunidade, inclusive aos finais de semana. Com a ampliação, a Rede CEU passará das 45 unidades em 2012 para 65 unidades em 2016. A diretriz fundamental que orienta a escolha das áreas é a identificação dos territórios com maior vulnerabilidade social e menor demanda atendida.","Rede CEU: Centro Educacional Unificado que se constitui em um complexo educacional, esportivo e cultural caracterizado como espaço público múltiplo.","1",NULL,,,,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"17","2","1","5","Obter terrenos, projetar, licitar, licenciar, garantir a fonte de financiamento e construir 243 Centros de Educação Infantil","243 CEIs implantados","1280547630.00","31 creches","212 creches","A meta será atingida com a construção de novos equipamentos com recursos do município e de parcerias com o Governo do Estado de São Paulo e com o Governo Federal. A política de expansão de vagas em creches é estruturada como um direito das crianças e das mulheres, articulada ao Programa Brasil Carinhoso e a um projeto educacional comprometido com uma educação não-sexista, não-racista e não-homofóbica. O cumprimento da meta gerará aproximadamente 53 mil novas vagas.","Centro de Educação Infantil: unidade de educação municipal para
crianças de 0 a 3 anos de idade","1",NULL,,,,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"18","2","1","6","

Construir 65 Escolas Municipais de Educação Infantil (EMEIs) e um Centro Municipal de Educação Infantil (CEMEI)","65 EMEIs e 1 CEMEI implantados","295714464.00","18 EMEIs","47 EMEIs, 1 CEMEI","A meta será atingida com a construção de novos equipamentos com recursos do município e em parceria com o Governo do Estado de São Paulo. A política de expansão de vagas em creches é estruturada como um direito das crianças e das mulheres, articulada ao Programa Brasil Carinhoso e a um projeto educacional comprometido com uma educação não-sexista, não-racista e não-homofóbica. O cumprimento da meta gerará a abertura de cerca de 30 mil novas vagas.","EMEI: Escola Municipal de Educação Infantil: unidade de educação municipal para crianças de 4 a 5 anos de idade.
CEMEI: Centro Municipal de Educação Infantil: unidade de educação municipal para crianças de 0 a 5 anos de idade.","1",NULL,,,,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"19","2","1","6","

Expandir a oferta de vagas para educação infantil por meio da rede conveniada e outras modalidades de parcerias","52 mil novas vagas para educação infantil na rede conveniada e por outras modalidades de parcerias","306263135.00","22 mil vagas criadas","30 mil vagas criadas","A Rede Conveniada representa os convênios firmados com instituições não governamentais para operação e manutenção das unidades municipais. Pretende-se ainda firmar acordos e parcerias com empresas privadas, em observância ao estabelecido no art. 389 § 2º da CLT, e ainda outras parcerias como PPPs. A política de expansão de vagas em creches é estruturada como um direito das crianças e das mulheres, articulada ao Programa Brasil Carinhoso e a um projeto educacional comprometido com uma educação não-sexista, não-racista e não-homofóbica. O custo total da meta refere-se à manutenção de 52 mil vagas para educação infantil por meio da rede conveniada e outras modalidades de parcerias durante o período de 1 ano.","Rede Conveniada: Instituições não governamentais que oferecem o serviço de educação infantil.
Parcerias: Convênios e acordos com empresas privadas e Parcerias Publico Privadas- PPP.","1",NULL,,,,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"20","3","1","6","

Instalar 32 unidades da Rede Hora Certa distribuídas em cada uma das Subprefeituras","32 unidades da Rede Hora Certa instaladas com ambulatório de especialidades","224000000.00","15 unidades da Rede Hora Certa","17 unidades da Rede Hora Certa","A Rede Hora Certa compõe a atenção ambulatorial especializada definida como um conjunto de ações e serviços que visam atender aos principais problemas de saúde e agravos da população. É necessária a disponibilidade de profissionais especializados de nível superior e médio para a realização dos procedimentos tais como: cirurgia ambulatoriais, procedimentos traumato-ortopédicos, ações especializadas em odontologia, citopatologia, radiodiagnóstico, exames ultrassonográficos e outros. O principal objetivo da Rede Hora Certa é conseguir reduzir o tempo de espera para exames, consultas e procedimentos especializados, incluindo as cirurgias eletivas.","Rede Hora Certa: serviços de atenção ambulatorial especializada com recursos tecnológicos de apoio diagnóstico e terapêutico e procedimentos cirúrgicos de pequeno e médio porte.","1",NULL,,,,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"21","3","1","5","Desenvolver o processo de inclusão do módulo do prontuário eletrônico do paciente (PE) na rede municipal de saúde, integrada ao Sistema SIGA","Prontuário eletrônico do paciente com o registro da história clínica, exame físico, medicamentos, resultado de exames clínicos, procedimentos, dentre outros, implantados em todos os serviços ambulatoriais e hospitalares com a informatização dos consultórios de cada serviço.","105000000.00","Projeto Prontuário eletrônico finalizado e finalização da pré implantação","Prontuário eletrônico do paciente implantado","A inclusão do módulo prontuário eletrônico do paciente no SIGA disponibiliza as informações em tempo real para o planejamento e acompanhamento de atividades para a implantação de novos modelos assistenciais; aperfeiçoa a organização do processo de trabalho assistencial, possibilitando subsídios para a agilização de tomadas de decisão clínica e melhoria na qualidade assistencial; integra as atividades administrativas e assistenciais, permitindo redução de custos; utiliza o Cartão Nacional de Saúde como elemento integrador dos diversos níveis do sistema. O prontuário eletrônico deve estar de acordo com as orientações e determinações da Resoluções CFM Nº 1821/2007, 1638/2002.","Prontuário eletrônico do paciente: é o repositório de informações a respeito da saúde do indivíduo, de forma processável eletronicamente.
SIGA: Sistema Integrado de Gestão e Assistência à Saúde","1",NULL,,,,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"22","3","1","6","Obter terrenos, projetar, licitar, licenciar, garantir a fonte de financiamento e construir 3 novos hospitais, ampliando em 750 o número de leitos do sistema municipal de saúde","3 hospitais em funcionamento","603500000.00",,"3 novos hospitais","Construção de 3 hospitais, com 250 leitos cada um, sendo eles:
- Hospital Municipal de Parelheiros;
- Hospital Municipal Brasilândia;
- Construção de um novo Hospital em substituição ao Hospital Municipal Alexandre Zaio, no mesmo local.
Com essas construções busca-se aumentar o número e a qualidade dos atendimentos à população, através de ambientes mais propícios a um atendimento
acolhedor e humanizado.","Hospital: unidade de saúde que busca oferecer atendimento à população no diagnóstico e tratamento em ambientes de internação acolhedores e humanizados","1",NULL,,,,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"23","3","1","6","Recuperar e adequar 16 hospitais municipais, com a ativação de 250 leitos","250 leitos ativados em 16 hospitais recuperados","193256000.00","7 hospitais recuperados","9 hospitais recuperados","A recuperação dos hospitais, com ativação de leitos, inclui:
- reformas na estrutura física
- renovação de equipamentos e mobiliário
- adequação do quadro de pessoal
Através de reformas, ampliações e adequações necessárias a serem realizadas busca-se:
- Garantia de segurança aos trabalhadores e usuários destas unidades;
- Melhores condições de trabalho e atendimento, criando ambientes mais propícios a um atendimento acolhedor e humanizado;
- Cumprimento integral das normas do Ministério da Saúde, adequando estas unidades ao preconizado pela RDC Nº 50;
- Atender os apontamentos da Lei Federal nº 10.098 de 19/12/2000 Art.11.

Hospitais a serem recuperados e readequados:

Hospital Municipal Prof. Waldomiro de Paula
Hospital Municipal José Soares Hungria
Hospital Municipal Tide Setubal
Hospital Municipal Alípio Correa Neto
Hospital Municipal Dr. Carmino Caricchio
Hospital Municipal Dr. Arthur Ribeiro de Saboya
Hospital Municipal Sorocabana
Hospital Municipal Dr. Mario Degni
Hospital Municipal Dr. Fernando Mauro Pires da Rocha
Hospital Municipal Maternidade Escola Dr. Mario de Moraes Altenfeider Silva
Hospital Municipal Infantil Menino Jesus
Hospital Municipal Vereador José Storopoli
Hospital Municipal Cidade Tiradentes - Carmen Prudente
Hospital Municipal Benedicto Montenegro
Hospital Municipal São Luiz Gonzaga
Hospital Municipal Dr. Moysés Deustch - M`Boi Mirim","Recuperação: envolve os aspectos físicos e estruturais das instalações e dos equipamentos.
Adequação: garantir que a estrutura e funcionamento dos hospitais estejam de acordo com as normas vigentes.","1",NULL,,,,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"24","3","1","6","Obter terrenos, projetar, licitar, licenciar, garantir a fonte de financiamento, construir e instalar 43 novas Unidades Básicas de Saúde - segundo o modelo da UBS Integral","43 Unidade Básica de Saúde - UBS em funcionamento","236500000.00","38 UBS integral","5 UBS integral","Diretrizes: integração da atividade programática com o atendimento não agendado; promoção da saúde de forma intersetorial e com a comunidade; organização das condições para coordenar a continuidade do cuidado com os outros pontos de atenção da rede, quando necessário.","Unidade Básica de Saúde Integral: é a porta de entrada preferencial do Sistema Único de Saúde (SUS). Contempla princípios de clínica ampliada, integralidade de ações, resolubilidade, acolhimento, humanização, gestão qualificada do cuidado e atendimento de demanda espontânea, além de apropriação e participação efetiva da comunidade, particularmente em atividades de colegiado de gestão.","1",NULL,,,,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"25","3","1","6","

Reformar e melhorar 20 Pronto-Socorros utilizando o modelo conceitual da Unidade de Pronto Atendimento (UPA) e implantar 5 novas UPAs","05 novas UPAS em funcionamento e  reformas em 20 equipamentos de pronto atendimento existentes (Pronto Socorro, AMA 24h), transformando-os em UPAs","237000000.00","02 novas UPAs, Reformas em 2 serviços existentes","03 novas UPAs,  Reformas em 18 serviços existentes","As UPA serão implantadas em locais estratégicos para a atenção às urgências funcionando ininterruptamente, 24horas por dia, todos os dias da semana. Serão constituídas por equipe multiprofissional interdisciplinar compatível com seu porte e as necessidades assistenciais da região. Sua estrutura garantirá retaguarda às urgências atendidas pela Rede de Atenção Básica e também como local de estabilização de pacientes atendidos pelo SAMU 192.

UPAs a serem reformadas e construídas
UPA PS Municipal Dr. Caetano Virgilio Netto (serviço existente - ampliação)
UPA São Jorge (construção nova)
UPA AMA Paraisópolis (serviço existente - ampliação)
UPA PA Municipal Jardim Macedônia (serviço existente - ampliação)
UPA PS Municipal Dona Maria Antonieta F de Barros (serviço existente - ampliação)
UPA PS Municipal 21 de Junho / Freguesia do Ó (serviço existente - reforma)
UPA PS Municipal Júlio Tupy (serviço existente - ampliação)
UPA PS Municipal Augusto Gomes de Matos (serviço existente - ampliação)
UPA Prof. Waldomiro de Paula - Itaquera (serviço existente - construção nova)
UPA AMA Dr. Arthur Ribeiro Saboya - Jabaquara (construção nova)
UPA São Luiz Gonzaga (construção nova)
UPA AMA Sorocabana (serviço existente - ampliação)
UPA PS Municipal Prof. João Catarin Mezomo - Lapa (serviço existente - construção nova)
UPA AMA Dr. Fernando Mauro Pires da Rocha - Campo Limpo (serviço existente - ampliação)
UPA AMA Dr. Carmino Caricchio - Tatuapé (serviço existente - construção nova)
UPA PS Municipal Balneário São José (serviço existente - reforma)
UPA AMA José Soares Hungria - Pirituba (serviço existente - construção nova)
UPA PS Municipal Lauro Ribas Braga - Santana (serviço existente - reforma)
UPA PA Municipal São Mateus II (serviço existente - ampliação)
UPA AMA Complexo Prates (serviço existente - ampliação)
UPA AMA Sé (serviço existente - ampliação)
UPA PS Municipal Dr. Álvaro Dino de Almeida (serviço existente - ampliação)
UPA Santa Casa de São Paulo (construção nova)
UPA PS Municipal Vila Maria Baixa (serviço existente - ampliação)
UPA Hospital São Paulo - Vila Mariana (construção nova)
","Unidades de Pronto Atendimento - UPA 24h: são estruturas de complexidade intermediária entre as UBS e as portas de urgência hospitalares.","1",NULL,,,,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"26","3","1","6","Implantar 30 Centros de Atenção Psicossocial","30 CAPS em funcionamento, sendo: - 13 CAPS III Álcool e Drogas; - 07 CAPS Infantil;  e 10 CAPS III Adulto","64140000.00","15 CAPS","15 CAPS","Os CAPs são constituídos por equipe multiprofissional que atuam na ótica interdisciplinar. O cuidado no âmbito dos CAPS é desenvolvido por intermédio de Projeto Terapêutico Singular, envolvendo em sua construção a equipe, o usuário e sua família. Os atendimentos são: acolhimento inicial, acolhimento diurno e/ou noturno, atendimento individual, atenção às situações de crise, atendimento em grupo, práticas corporais, práticas expressivas e comunicativas, atendimento para a família, atendimento domiciliar e ações de reabilitação psicossocial, promoção de contratualidade, fortalecimento do protagonismo de usuários e familiares, ações de articulação de redes intra e intersetoriais, matriciamento de equipes dos pontos de atenção da atenção básica, urgência e emergência e dos serviços hospitalares de referência e todas as ações de redução de danos.","CAPS: são pontos de atenção estratégicos para o atendimento das pessoas com transtornos mentais graves e persistentes e também com
necessidades decorrentes do uso de crack, álcool e outras drogas, de todas as faixas etárias.","1",NULL,,,,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"27","4","1","3","Construir, requalificar ou reformar 16 equipamentos culturais","16 equipamentos culturais implantados","67508000.00",,"16 equipamentos culturais","Serão priorizadas as áreas localizadas nas regiões de maior vulnerabilidade socioeconômica, alta densidade demográfica e carência de equipamentos
culturais públicos, mas estratégicas para a produção e difusão cultural da cidade.","Construção: edificação integral de equipamento com finalidade cultural, desde a seleção do terreno até a finalização total da obra.
Requalificação: adaptação de edificação já existente, através de reforma, ou alteração de seu uso para atender a finalidade cultural.
Reforma: restauro ou retificação de edificação existente, caracterizada como de finalidade cultural, através de obra parcial.","1",NULL,,,,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00"
